ProductKey,WarehouseKey,Date,QuantityOnHand
1,1,2024-12-09,306
4,8,2024-07-20,132
5,6,2024-02-23,97
3,8,2024-03-31,491
3,5,2024-11-02,167
4,8,2024-08-20,462
1,4,2024-09-27,384
2,2,2024-11-21,316
2,5,2024-10-14,384
2,6,2024-07-02,95
1,6,2024-12-19,403
1,5,2024-03-03,326
1,9,2024-03-09,119
3,10,2024-11-29,98
4,10,2024-06-27,69
2,7,2024-09-07,310
3,2,2024-06-02,265
2,9,2024-07-24,191
3,6,2024-08-16,82
3,7,2024-06-05,53
5,3,2024-09-11,452
1,4,2024-01-19,156
4,9,2024-07-22,315
5,6,2024-02-06,349
2,10,2024-02-21,227
1,4,2024-03-25,173
4,1,2024-06-13,145
5,3,2024-06-16,80
1,10,2024-09-23,470
2,9,2024-11-24,217
5,2,2024-12-20,391
1,3,2024-12-06,230
4,5,2024-04-30,165
3,7,2024-02-09,228
4,4,2024-01-15,151
2,1,2024-11-20,218
5,8,2024-09-02,50
2,5,2024-04-14,202
2,2,2024-06-01,298
3,1,2024-03-16,76
3,8,2024-05-03,253
5,3,2024-07-18,77
3,6,2024-03-19,420
1,8,2024-11-20,192
3,7,2024-12-20,204
3,8,2024-12-05,66
4,6,2024-01-04,429
1,5,2024-11-30,248
1,5,2024-04-06,452
4,6,2024-08-29,55
3,4,2024-08-07,163
5,1,2024-07-13,455
4,6,2024-09-18,77
2,10,2024-06-05,223
5,4,2024-03-26,441
2,9,2024-04-01,440
3,6,2024-07-09,264
4,6,2024-06-25,169
5,10,2024-07-15,438
5,6,2024-09-30,450
4,3,2024-09-08,91
4,6,2024-07-14,184
4,10,2024-01-15,339
3,9,2024-10-20,447
4,7,2024-01-15,59
3,10,2024-03-12,340
4,7,2024-12-21,340
1,7,2024-07-01,334
4,1,2024-09-24,324
2,7,2024-09-24,202
5,9,2024-03-23,107
5,7,2024-09-19,382
2,10,2024-08-22,258
3,6,2024-11-09,201
4,8,2024-09-20,413
1,1,2024-06-03,499
2,9,2024-11-04,57
4,1,2024-07-22,166
5,9,2024-12-24,414
4,6,2024-11-29,108
5,4,2024-03-04,76
4,5,2024-12-23,461
4,1,2024-10-15,448
1,7,2024-05-20,153
4,9,2024-04-22,464
2,4,2024-02-12,387
4,1,2024-05-02,463
2,1,2024-04-18,500
3,6,2024-04-18,229
4,4,2024-07-11,383
2,10,2024-05-02,118
5,4,2024-08-30,365
3,6,2024-08-19,454
2,7,2024-10-26,132
3,9,2024-05-02,201
1,6,2024-03-22,431
4,9,2024-04-04,361
5,5,2024-09-27,332
2,9,2024-04-22,411
5,8,2024-12-04,497
1,1,2024-05-29,161
1,8,2024-01-15,363
4,7,2024-10-20,97
4,1,2024-12-12,111
1,7,2024-11-18,164
4,4,2024-09-25,486
2,2,2024-09-07,331
1,8,2024-11-01,373
5,2,2024-09-05,274
1,1,2024-08-27,301
4,3,2024-02-15,123
2,10,2024-02-04,441
5,7,2024-11-16,358
1,1,2024-05-17,214
4,5,2024-01-15,110
4,2,2024-09-02,239
4,10,2024-07-31,214
5,1,2024-05-15,327
3,8,2024-02-09,70
1,5,2024-09-12,103
4,6,2024-03-05,191
2,9,2024-06-22,242
5,2,2024-04-23,331
4,1,2024-06-02,431
2,9,2024-10-24,463
3,3,2024-10-17,155
3,10,2024-11-29,289
1,2,2024-10-15,63
1,5,2024-08-08,279
4,8,2024-05-29,213
2,2,2024-01-14,75
3,5,2024-11-06,238
3,4,2024-11-08,54
2,9,2024-05-24,185
5,1,2024-10-20,151
2,5,2024-04-10,77
1,6,2024-04-05,280
1,4,2024-02-09,360
5,7,2024-09-05,120
2,7,2024-11-09,282
3,10,2024-06-27,477
5,1,2024-03-11,180
1,1,2024-08-16,371
1,6,2024-12-19,146
3,2,2024-08-08,427
4,3,2024-04-23,463
4,1,2024-03-19,393
4,2,2024-09-05,353
1,7,2024-12-01,196
1,8,2024-02-10,213
1,9,2024-12-25,70
3,4,2024-12-29,139
4,10,2024-12-14,434
4,10,2024-01-11,367
5,1,2024-09-19,176
4,1,2024-08-31,261
4,9,2024-09-02,467
5,3,2024-03-03,489
2,8,2024-03-11,443
2,7,2024-01-05,476
4,2,2024-05-04,293
3,5,2024-07-15,211
3,1,2024-10-21,349
4,3,2024-01-20,444
3,6,2024-01-09,459
2,1,2024-08-04,383
3,5,2024-07-29,468
1,3,2024-11-19,290
1,2,2024-03-01,253
4,9,2024-02-12,219
2,8,2024-03-31,67
3,3,2024-12-20,197
5,3,2024-08-14,182
3,5,2024-10-09,442
4,5,2024-07-04,135
4,2,2024-06-10,289
2,6,2024-06-22,462
3,7,2024-07-24,486
1,1,2024-06-19,139
3,2,2024-10-07,443
5,6,2024-06-14,203
2,6,2024-08-01,439
4,3,2024-09-06,223
2,9,2024-12-03,487
3,10,2024-10-24,220
4,5,2024-04-26,496
3,7,2024-06-03,283
4,1,2024-01-23,253
4,3,2024-03-17,166
4,10,2024-10-02,221
2,4,2024-12-26,74
2,5,2024-12-24,74
3,6,2024-10-08,93
5,8,2024-10-14,124
1,1,2024-09-21,284
3,5,2024-02-26,79
4,4,2024-10-08,279
2,8,2024-01-19,211
2,7,2024-02-18,334
2,6,2024-10-04,382
4,3,2024-11-12,190
3,8,2024-10-13,444
1,2,2024-01-23,117
1,7,2024-10-09,495
2,2,2024-08-30,119
2,1,2024-01-16,71
4,5,2024-01-28,349
2,8,2024-10-06,56
4,8,2024-11-23,451
2,10,2024-06-01,72
2,2,2024-03-08,410
4,4,2024-12-05,450
4,9,2024-11-15,118
5,3,2024-01-10,62
2,1,2024-05-31,492
1,2,2024-01-13,158
5,3,2024-07-09,239
1,4,2024-11-05,395
5,6,2024-07-20,189
2,9,2024-08-28,387
5,6,2024-08-14,122
4,9,2024-05-23,166
2,9,2024-06-23,327
4,4,2024-07-08,292
5,10,2024-05-10,221
3,2,2024-07-11,248
2,4,2024-12-02,260
4,10,2024-09-13,354
5,9,2024-10-25,63
2,8,2024-06-16,76
5,5,2024-10-25,83
3,3,2024-07-11,153
4,3,2024-11-23,430
4,10,2024-05-07,289
3,2,2024-04-18,266
3,3,2024-11-14,89
1,9,2024-10-19,403
5,6,2024-08-19,370
2,8,2024-10-24,220
5,7,2024-03-19,434
5,9,2024-11-13,497
4,4,2024-10-10,105
5,1,2024-01-13,343
2,10,2024-10-03,464
1,3,2024-08-20,440
5,9,2024-09-08,466
2,4,2024-05-02,117
2,3,2024-11-16,414
4,2,2024-04-30,52
5,2,2024-01-30,467
3,3,2024-11-28,352
2,4,2024-01-19,116
3,10,2024-02-07,106
3,5,2024-01-21,248
5,4,2024-07-08,480
2,7,2024-03-17,73
2,6,2024-06-02,306
3,9,2024-11-26,433
3,10,2024-01-05,137
1,1,2024-10-06,166
2,10,2024-03-02,310
5,3,2024-04-22,274
3,1,2024-06-18,408
1,5,2024-02-10,263
3,5,2024-08-28,132
3,10,2024-12-26,116
3,10,2024-11-16,260
1,10,2024-05-25,108
2,6,2024-07-09,83
5,3,2024-10-16,407
1,5,2024-12-23,315
5,9,2024-07-20,121
3,2,2024-11-24,226
1,9,2024-03-24,400
1,8,2024-06-06,459
4,9,2024-04-05,345
2,1,2024-10-30,364
4,10,2024-03-03,358
2,3,2024-11-10,385
1,5,2024-08-03,176
1,7,2024-12-20,194
3,2,2024-08-29,211
2,8,2024-04-12,338
1,6,2024-05-07,427
4,3,2024-05-10,482
1,1,2024-02-19,413
3,8,2024-06-04,470
4,1,2024-07-14,191
4,5,2024-06-23,491
3,4,2024-10-14,283
1,5,2024-06-05,329
5,3,2024-01-05,104
4,2,2024-08-30,219
4,5,2024-07-27,291
3,2,2024-08-31,387
2,4,2024-01-13,330
1,1,2024-05-21,233
1,3,2024-04-13,312
3,5,2024-11-07,61
1,3,2024-11-11,428
3,4,2024-11-10,222
3,8,2024-05-06,94
4,9,2024-01-17,414
3,10,2024-09-16,335
3,10,2024-02-21,204
4,9,2024-03-07,122
5,3,2024-05-13,315
4,8,2024-12-24,420
3,6,2024-10-21,384
2,6,2024-06-23,329
2,2,2024-06-07,228
2,4,2024-12-08,436
3,2,2024-03-18,268
4,8,2024-11-09,57
1,1,2024-04-11,310
4,9,2024-07-14,81
4,2,2024-12-08,342
2,9,2024-08-24,484
4,8,2024-05-27,147
5,3,2024-04-07,99
5,5,2024-08-01,90
5,3,2024-08-15,399
4,2,2024-01-22,361
3,1,2024-10-17,419
1,7,2024-11-01,243
1,8,2024-05-09,126
2,9,2024-04-18,422
3,5,2024-10-12,87
5,6,2024-09-07,435
1,9,2024-03-09,226
5,4,2024-11-15,399
1,4,2024-10-19,113
2,2,2024-09-12,93
4,7,2024-01-31,280
4,5,2024-03-17,408
3,2,2024-06-01,229
1,2,2024-03-31,89
5,10,2024-07-25,249
3,2,2024-02-19,278
2,10,2024-07-11,265
1,3,2024-08-17,300
5,4,2024-07-13,262
2,10,2024-06-06,207
4,10,2024-09-02,145
2,10,2024-09-16,214
2,7,2024-03-16,333
2,5,2024-11-20,266
3,9,2024-03-03,479
1,8,2024-12-28,187
3,5,2024-07-15,375
5,6,2024-01-16,425
5,5,2024-03-17,366
4,9,2024-03-26,435
4,7,2024-10-15,387
1,7,2024-01-15,477
1,3,2024-10-15,144
5,4,2024-03-14,446
1,4,2024-03-21,336
4,6,2024-08-16,268
1,9,2024-04-04,101
4,8,2024-02-28,203
2,7,2024-06-06,425
1,5,2024-11-26,332
1,7,2024-04-24,457
2,8,2024-07-23,208
4,9,2024-11-23,400
1,8,2024-02-21,263
5,5,2024-09-23,351
2,6,2024-12-23,157
4,1,2024-12-24,175
1,4,2024-05-30,185
1,7,2024-02-23,76
3,6,2024-11-06,162
4,6,2024-07-21,109
2,1,2024-07-04,401
4,2,2024-09-21,64
2,9,2024-05-10,353
4,10,2024-11-01,361
1,9,2024-12-22,166
4,4,2024-08-07,178
3,5,2024-01-02,298
4,10,2024-09-24,384
4,2,2024-11-27,192
1,8,2024-07-21,386
2,9,2024-01-25,137
4,9,2024-01-18,94
4,4,2024-05-30,495
2,2,2024-04-13,289
5,2,2024-09-11,467
4,10,2024-06-02,327
3,1,2024-08-13,303
4,9,2024-06-25,357
2,6,2024-03-24,214
2,2,2024-07-05,283
4,7,2024-09-15,296
5,2,2024-03-13,168
2,8,2024-05-15,463
4,1,2024-08-07,160
1,4,2024-02-29,404
3,9,2024-04-27,383
1,10,2024-11-11,481
2,9,2024-02-25,410
5,8,2024-02-25,464
4,6,2024-09-17,370
1,6,2024-11-02,320
2,6,2024-09-27,452
4,10,2024-10-26,432
1,1,2024-03-29,80
1,7,2024-06-26,236
4,4,2024-04-30,416
5,6,2024-10-09,203
1,10,2024-08-23,403
4,6,2024-03-13,98
1,10,2024-01-07,193
5,8,2024-07-04,317
3,9,2024-10-28,408
2,6,2024-07-20,77
3,9,2024-03-08,61
5,9,2024-05-01,470
4,9,2024-10-01,94
2,6,2024-08-28,195
1,8,2024-06-27,200
5,10,2024-11-24,79
1,9,2024-10-09,212
1,5,2024-09-10,484
4,8,2024-12-17,216
1,6,2024-05-25,205
3,1,2024-09-11,154
5,3,2024-10-02,363
4,2,2024-04-14,246
4,7,2024-04-05,323
3,7,2024-04-23,447
5,1,2024-05-04,100
4,7,2024-07-20,84
3,3,2024-08-04,427
2,5,2024-08-30,273
5,10,2024-08-10,327
3,5,2024-08-28,171
2,4,2024-06-08,284
2,6,2024-03-28,239
5,4,2024-09-16,230
2,9,2024-02-21,301
1,6,2024-03-12,149
1,6,2024-03-09,498
5,8,2024-06-07,359
1,9,2024-03-10,386
1,9,2024-05-22,260
4,3,2024-08-21,349
2,10,2024-12-09,233
1,9,2024-12-11,92
2,5,2024-02-22,470
1,3,2024-03-07,448
4,9,2024-01-08,194
1,1,2024-07-09,377
2,10,2024-01-17,390
2,5,2024-05-20,415
2,1,2024-04-18,290
2,5,2024-05-21,486
1,1,2024-04-07,286
4,7,2024-01-05,221
5,3,2024-07-22,160
3,6,2024-10-28,245
2,3,2024-03-19,205
4,10,2024-12-17,472
4,6,2024-12-14,231
2,1,2024-05-31,355
1,10,2024-10-06,302
1,2,2024-11-11,173
5,3,2024-02-01,280
1,1,2024-03-09,318
1,7,2024-01-11,337
4,1,2024-04-06,364
1,9,2024-04-18,173
1,6,2024-10-14,267
1,6,2024-05-19,246
4,2,2024-03-16,306
3,9,2024-02-06,285
2,2,2024-03-30,305
5,6,2024-11-27,336
1,10,2024-04-03,380
3,2,2024-07-05,99
2,10,2024-08-26,117
5,5,2024-02-01,156
5,10,2024-09-17,326
3,3,2024-09-12,215
1,3,2024-01-12,397
5,8,2024-03-10,349
1,1,2024-05-27,336
2,9,2024-04-19,445
4,6,2024-12-15,482
5,5,2024-02-25,453
1,3,2024-04-12,293
4,6,2024-11-28,276
4,2,2024-09-22,209
2,2,2024-02-28,182
1,2,2024-02-04,257
2,4,2024-10-13,360
1,7,2024-10-02,82
3,4,2024-04-13,233
1,4,2024-09-11,457
3,3,2024-10-28,270
3,4,2024-12-24,333
2,7,2024-01-17,161
4,4,2024-01-26,175
3,3,2024-04-08,149
4,4,2024-08-10,463
1,8,2024-04-25,487
4,9,2024-10-22,440
1,2,2024-08-13,455
4,7,2024-12-05,111
2,2,2024-05-18,356
1,8,2024-11-08,191
3,5,2024-12-11,124
3,7,2024-12-22,170
3,4,2024-10-08,384
3,10,2024-04-07,471
4,6,2024-08-11,91
2,1,2024-02-10,260
5,4,2024-04-18,159
4,4,2024-04-11,202
3,7,2024-04-12,416
2,2,2024-12-10,134
2,6,2024-07-17,194
4,1,2024-02-25,193
1,4,2024-07-10,368
1,3,2024-01-12,233
4,7,2024-09-08,479
4,10,2024-05-23,189
5,8,2024-07-22,347
1,10,2024-08-17,492
1,3,2024-01-29,157
1,2,2024-02-10,189
3,6,2024-05-20,125
4,10,2024-09-06,492
4,5,2024-10-26,464
5,1,2024-06-25,71
2,9,2024-02-07,276
3,3,2024-07-19,51
3,1,2024-10-24,62
3,5,2024-09-24,66
1,4,2024-08-07,487
1,4,2024-03-04,247
3,1,2024-12-21,80
3,3,2024-08-18,374
1,10,2024-07-05,427
3,9,2024-04-21,481
4,6,2024-02-15,417
5,5,2024-05-18,257
3,7,2024-08-22,165
2,2,2024-09-08,453
4,5,2024-10-17,373
3,3,2024-09-26,471
1,6,2024-12-14,451
4,8,2024-11-22,465
4,6,2024-02-04,437
3,9,2024-11-30,467
4,5,2024-01-23,497
5,9,2024-11-13,147
4,9,2024-10-07,55
2,2,2024-09-07,188
4,3,2024-11-16,253
5,8,2024-12-20,406
2,2,2024-08-07,53
4,6,2024-07-07,83
3,10,2024-01-04,271
1,4,2024-11-30,383
5,2,2024-06-30,453
3,7,2024-08-20,130
2,9,2024-08-31,473
5,7,2024-07-02,268
2,2,2024-07-16,93
4,4,2024-12-06,476
1,1,2024-12-26,309
4,9,2024-10-08,446
5,9,2024-11-07,66
2,5,2024-06-25,301
3,7,2024-10-13,497
1,9,2024-04-07,143
5,2,2024-04-01,272
2,10,2024-10-02,418
4,10,2024-02-29,470
2,9,2024-10-18,81
1,7,2024-05-07,418
4,7,2024-12-06,246
2,1,2024-11-13,375
2,9,2024-10-22,254
4,9,2024-01-11,188
2,8,2024-04-03,390
1,8,2024-11-11,343
5,8,2024-12-21,94
5,4,2024-08-06,500
3,10,2024-05-19,263
2,3,2024-08-14,396
2,10,2024-08-27,70
1,2,2024-12-06,472
2,6,2024-10-19,159
2,9,2024-01-03,246
3,8,2024-04-11,266
5,3,2024-10-31,235
5,3,2024-11-18,245
2,10,2024-04-01,482
5,1,2024-01-11,217
4,6,2024-04-25,321
1,7,2024-10-31,401
4,10,2024-05-15,450
1,8,2024-03-27,195
4,9,2024-07-22,245
5,10,2024-08-10,76
1,9,2024-02-09,139
2,8,2024-04-03,360
3,10,2024-09-05,139
1,1,2024-12-24,350
2,9,2024-06-22,176
4,10,2024-03-05,85
2,8,2024-12-25,106
1,10,2024-05-08,116
1,5,2024-02-06,468
4,7,2024-04-24,481
5,8,2024-02-27,318
2,6,2024-11-11,461
3,8,2024-05-29,433
3,9,2024-05-19,118
3,7,2024-07-18,210
4,2,2024-01-11,191
4,5,2024-07-17,220
2,4,2024-08-09,411
4,3,2024-11-26,459
1,10,2024-04-15,239
5,4,2024-05-30,332
3,10,2024-02-08,309
3,4,2024-03-19,388
2,2,2024-05-22,411
1,6,2024-03-29,306
5,9,2024-02-29,343
2,10,2024-06-16,381
3,6,2024-11-17,291
4,10,2024-04-13,448
1,10,2024-04-19,361
1,1,2024-06-12,345
3,8,2024-10-19,421
4,4,2024-11-24,319
3,4,2024-03-09,336
4,2,2024-08-03,490
2,3,2024-01-09,347
1,9,2024-11-17,410
5,9,2024-09-11,108
4,8,2024-11-11,488
2,7,2024-08-06,320
5,8,2024-04-01,250
3,10,2024-02-03,435
3,8,2024-04-30,118
1,8,2024-10-08,463
5,1,2024-10-01,270
1,10,2024-03-05,394
5,9,2024-09-07,402
5,10,2024-11-22,451
3,1,2024-01-01,103
5,10,2024-05-09,200
5,6,2024-12-02,194
2,1,2024-01-17,185
4,3,2024-10-14,334
2,8,2024-02-15,368
3,4,2024-05-11,382
3,10,2024-04-27,163
2,3,2024-05-16,465
5,2,2024-01-02,147
5,10,2024-09-07,210
4,4,2024-06-16,122
5,2,2024-11-16,96
1,1,2024-12-27,306
3,8,2024-07-11,128
3,8,2024-04-07,146
1,5,2024-10-31,133
2,4,2024-05-26,232
2,6,2024-03-18,281
3,5,2024-07-08,226
1,10,2024-09-25,80
3,9,2024-12-17,71
4,4,2024-03-12,413
5,9,2024-06-30,310
1,10,2024-01-04,221
1,2,2024-10-31,254
2,2,2024-01-18,384
2,9,2024-05-12,306
1,6,2024-03-14,430
5,4,2024-12-23,223
4,4,2024-03-24,59
1,1,2024-05-22,271
3,2,2024-10-16,294
2,2,2024-03-29,318
2,7,2024-09-22,483
3,7,2024-05-06,244
4,5,2024-03-01,396
1,9,2024-07-23,394
4,8,2024-12-17,92
3,4,2024-12-07,92
4,2,2024-10-23,289
3,1,2024-06-29,316
3,9,2024-12-29,366
4,2,2024-10-21,292
3,2,2024-12-20,59
3,8,2024-04-17,460
2,6,2024-04-19,181
4,1,2024-07-28,440
2,3,2024-11-30,164
5,5,2024-11-19,147
5,9,2024-01-24,339
2,6,2024-03-15,207
2,4,2024-07-04,382
3,9,2024-05-12,394
2,3,2024-02-14,175
1,1,2024-12-20,124
5,3,2024-10-13,220
3,8,2024-10-15,417
5,4,2024-08-11,159
4,8,2024-05-23,466
1,8,2024-08-07,310
1,3,2024-03-23,91
2,1,2024-12-21,238
3,9,2024-09-30,200
2,10,2024-03-18,253
2,2,2024-10-24,404
5,8,2024-11-06,232
3,9,2024-07-11,153
3,4,2024-08-17,496
1,7,2024-09-20,463
4,2,2024-03-30,331
1,4,2024-05-07,165
1,2,2024-01-30,119
3,9,2024-09-12,484
5,1,2024-06-05,373
2,2,2024-11-05,215
3,7,2024-09-21,460
4,5,2024-06-22,201
1,5,2024-08-10,326
5,6,2024-05-16,352
4,3,2024-03-23,246
4,7,2024-06-16,442
5,9,2024-06-09,470
4,8,2024-04-26,323
1,2,2024-04-26,216
3,2,2024-11-24,399
4,2,2024-08-14,450
1,10,2024-05-18,488
1,2,2024-02-25,369
3,2,2024-08-11,316
1,8,2024-03-24,89
3,3,2024-07-22,307
2,6,2024-07-19,246
1,6,2024-10-24,203
3,2,2024-07-18,358
2,10,2024-05-17,136
1,3,2024-01-08,299
1,8,2024-03-30,156
4,10,2024-04-18,187
5,8,2024-03-07,93
1,4,2024-03-26,443
1,9,2024-04-01,481
4,1,2024-05-06,473
1,10,2024-03-31,471
3,4,2024-11-24,403
2,5,2024-11-11,120
5,7,2024-12-22,281
2,3,2024-03-10,353
1,7,2024-02-14,375
2,3,2024-01-26,207
2,9,2024-12-27,454
1,4,2024-11-12,94
1,9,2024-04-29,263
4,8,2024-04-16,90
1,4,2024-12-20,431
4,1,2024-03-24,198
5,2,2024-05-02,216
3,8,2024-01-19,168
5,10,2024-07-24,281
5,8,2024-04-23,354
5,6,2024-08-12,172
2,3,2024-11-30,94
1,4,2024-02-05,239
5,10,2024-07-22,317
3,8,2024-11-13,466
4,8,2024-07-08,464
4,6,2024-06-13,294
4,2,2024-10-20,468
3,6,2024-01-27,474
5,3,2024-12-27,163
2,8,2024-10-29,177
3,1,2024-05-06,67
2,7,2024-10-01,236
1,9,2024-06-16,271
1,8,2024-11-25,166
2,7,2024-07-06,285
5,1,2024-07-08,151
4,9,2024-10-04,371
2,5,2024-03-02,429
3,9,2024-06-07,121
5,4,2024-08-21,69
3,8,2024-01-02,82
2,1,2024-08-23,246
4,8,2024-08-03,125
3,1,2024-08-25,375
4,1,2024-04-04,188
3,9,2024-05-14,135
3,10,2024-02-11,68
3,9,2024-03-07,153
3,3,2024-05-13,370
3,1,2024-01-07,208
4,6,2024-06-30,479
4,2,2024-03-03,490
1,6,2024-03-29,51
5,3,2024-01-11,439
4,7,2024-05-25,202
3,7,2024-12-06,220
2,2,2024-07-09,448
2,1,2024-03-26,102
2,2,2024-10-15,324
3,6,2024-09-17,413
2,6,2024-09-04,323
2,9,2024-12-22,496
4,7,2024-07-15,134
4,9,2024-02-14,426
4,8,2024-03-13,257
4,9,2024-01-07,459
1,7,2024-06-23,145
5,6,2024-05-04,232
5,6,2024-10-24,170
2,7,2024-02-18,62
4,9,2024-10-15,81
3,9,2024-02-08,449
5,8,2024-10-21,170
2,2,2024-10-07,134
4,1,2024-08-18,281
3,1,2024-09-13,238
4,10,2024-02-15,450
1,2,2024-06-16,298
1,4,2024-09-12,458
2,6,2024-01-05,319
1,9,2024-07-01,154
1,5,2024-10-08,171
3,1,2024-08-30,241
1,3,2024-01-24,242
3,3,2024-12-19,160
1,10,2024-01-14,104
4,7,2024-05-24,137
1,8,2024-04-24,117
1,9,2024-01-09,174
1,5,2024-03-09,186
4,1,2024-11-19,445
3,8,2024-09-13,315
2,8,2024-06-25,132
2,2,2024-07-21,147
5,7,2024-03-18,330
4,2,2024-04-30,276
2,9,2024-02-21,252
4,10,2024-02-09,144
3,5,2024-11-06,453
2,6,2024-12-10,69
1,2,2024-05-13,213
4,7,2024-12-17,346
3,4,2024-11-08,236
1,10,2024-10-03,200
2,8,2024-01-30,198
3,7,2024-03-18,265
3,10,2024-07-29,257
3,2,2024-11-05,101
1,2,2024-01-29,314
4,9,2024-06-09,402
5,9,2024-02-28,141
5,4,2024-05-17,263
3,5,2024-03-22,69
1,3,2024-05-23,397
2,7,2024-01-10,207
5,6,2024-03-01,295
2,7,2024-03-17,134
3,6,2024-05-28,321
5,4,2024-06-16,60
3,2,2024-06-23,194
3,9,2024-10-22,466
1,3,2024-02-16,468
3,7,2024-11-25,100
1,1,2024-04-30,312
2,1,2024-01-14,89
3,1,2024-09-07,288
1,9,2024-03-08,418
5,1,2024-10-12,60
4,10,2024-10-04,495
2,8,2024-11-28,334
2,10,2024-01-08,87
3,4,2024-06-21,450
1,9,2024-04-05,95
1,2,2024-05-04,188
4,1,2024-12-26,458
4,2,2024-10-11,94
4,6,2024-04-08,471
5,4,2024-09-24,72
3,5,2024-06-14,408
4,7,2024-12-13,99
5,10,2024-06-06,86
4,3,2024-07-18,234
4,1,2024-09-30,217
3,2,2024-09-20,193
3,5,2024-07-20,447
5,8,2024-03-16,302
2,4,2024-09-28,73
3,4,2024-08-09,404
4,9,2024-09-10,238
4,5,2024-06-16,479
1,1,2024-05-23,205
4,3,2024-08-20,293
3,4,2024-07-15,484
5,4,2024-04-15,97
3,3,2024-06-03,215
5,8,2024-06-03,193
1,8,2024-07-17,304
3,10,2024-08-17,102
3,7,2024-10-15,90
5,1,2024-02-08,485
3,10,2024-08-12,165
1,2,2024-10-14,454
3,9,2024-08-28,167
1,3,2024-09-09,456
1,7,2024-01-12,373
5,9,2024-11-07,107
1,9,2024-05-20,411
4,5,2024-09-05,209
4,3,2024-05-07,402
3,8,2024-06-22,477
2,6,2024-12-30,260
2,3,2024-05-10,187
1,2,2024-11-05,234
3,5,2024-07-23,172
4,9,2024-02-28,394
5,6,2024-02-18,243
5,1,2024-05-29,58
1,4,2024-04-07,409
4,2,2024-03-09,372
3,9,2024-09-02,161
4,10,2024-02-03,357
5,5,2024-01-23,442
3,5,2024-09-02,208
2,6,2024-04-10,295
3,7,2024-12-30,219
3,10,2024-01-11,262
3,2,2024-08-01,272
1,10,2024-11-30,394
4,3,2024-06-25,263
4,1,2024-08-12,213
2,2,2024-06-12,476
2,7,2024-06-07,87
3,6,2024-12-05,91
4,3,2024-06-11,94
3,7,2024-12-31,353
4,2,2024-07-18,358
5,1,2024-10-06,103
5,8,2024-08-27,341
1,7,2024-12-21,372
5,3,2024-10-05,293
5,8,2024-11-10,177
3,8,2024-09-03,95
5,5,2024-01-14,289
2,7,2024-03-14,240
5,6,2024-11-14,210
2,6,2024-10-13,107
3,1,2024-08-14,369
5,7,2024-03-06,234
3,10,2024-06-24,148
4,4,2024-04-05,136
3,9,2024-07-05,421
4,6,2024-01-11,354
4,10,2024-09-15,500
4,9,2024-08-15,297
4,6,2024-10-04,382
2,1,2024-11-08,253
5,6,2024-05-21,287
2,4,2024-03-29,242
1,6,2024-06-19,359
5,3,2024-09-28,315
3,6,2024-08-28,332
4,6,2024-10-07,171
3,10,2024-12-24,336
5,10,2024-07-18,213
4,5,2024-05-24,455
1,4,2024-01-06,278
5,8,2024-02-17,233
1,8,2024-10-17,480
2,5,2024-11-13,465
3,7,2024-02-15,133
2,9,2024-05-19,449
4,7,2024-05-31,177
4,8,2024-09-12,152
5,10,2024-02-18,359
3,4,2024-11-12,482
5,4,2024-04-02,169
1,4,2024-08-07,307
3,4,2024-12-21,293
1,3,2024-08-16,204
1,4,2024-07-15,333
4,4,2024-01-03,294
4,5,2024-03-31,500
3,10,2024-12-02,127
2,5,2024-08-31,385
4,2,2024-07-01,252
3,4,2024-06-27,377
5,5,2024-11-08,77
1,3,2024-12-15,392
4,5,2024-02-08,54
4,4,2024-12-08,51
2,2,2024-09-05,472
3,1,2024-02-09,428
1,4,2024-01-07,449
5,7,2024-08-27,446
5,1,2024-03-16,493
1,2,2024-03-15,168
1,2,2024-05-13,393
4,9,2024-01-09,174
5,6,2024-07-19,167
3,9,2024-11-19,471
5,2,2024-10-01,488
2,2,2024-11-24,483
2,5,2024-01-26,319
1,4,2024-02-14,87
4,6,2024-07-08,355
1,1,2024-04-15,215
4,9,2024-08-14,55
4,4,2024-07-19,198
1,6,2024-03-08,396
3,4,2024-08-31,448
3,10,2024-10-15,120
1,4,2024-06-03,344
1,2,2024-06-24,444
1,2,2024-06-14,216
1,6,2024-05-02,298
1,3,2024-08-01,323
5,3,2024-04-25,445
1,9,2024-09-05,296
3,6,2024-11-09,326
1,1,2024-10-25,337
2,8,2024-01-02,274
4,8,2024-01-05,293
2,7,2024-01-20,500
3,9,2024-02-07,381
4,9,2024-06-22,139
2,6,2024-02-20,136
1,10,2024-03-12,183
2,7,2024-09-06,461
4,9,2024-11-19,289
5,7,2024-04-27,293
2,10,2024-03-25,131
5,9,2024-12-23,464
3,1,2024-03-18,468
1,3,2024-09-15,426
4,7,2024-02-14,112
4,9,2024-08-28,367
5,5,2024-03-20,196
5,6,2024-06-07,393
2,8,2024-05-21,258
1,3,2024-10-29,494
1,3,2024-09-14,83
5,7,2024-08-26,493
2,6,2024-08-03,494
2,4,2024-04-16,78
4,7,2024-05-05,192
1,10,2024-04-12,322
3,10,2024-03-10,71
4,6,2024-08-08,486
4,10,2024-12-16,81
3,1,2024-12-18,170
1,10,2024-11-28,105
4,8,2024-11-29,254
2,8,2024-03-29,202
5,9,2024-11-17,300
1,9,2024-12-02,54
4,3,2024-04-04,331
4,6,2024-10-21,250
